adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels
"the 100 (tv series). the series follows a group of teens : clarke griffin ( eliza taylor ) , bellamy blake ( bob morley ) , octavia blake ( marie avgeropoulos ) , jasper jordan ( devon bostick ) , monty green ( christopher larkin ) , raven reyes ( lindsey morgan ) , finn collins ( thomas mcdonell ) , john murphy ( richard harmon ) , and wells jaha ( eli goree ) as they are among the first people from a space habitat , `` the ark '' , to return to earth after a devastating nuclear apocalypse ; the series also focuses on dr. abby griffin ( paige turco ) , clarke 's mother ; marcus kane ( henry ian cusick ) , a council member on the ark ; and thelonious jaha ( isaiah washington ) , the chancellor of the ark and wells ' father . ~ the 100 is a tv series following a group of teenagers.","the 100 (tv series). the series follows a group of teens : clarke griffin ( eliza taylor ) , bellamy blake ( bob morley ) , octavia blake ( marie avgeropoulos ) , jasper jordan ( devon bostick ) , monty green ( christopher larkin ) , raven reyes ( lindsey morgan ) , finn collins ( thomas mcdonell ) , john murphy ( richard harmon ) , and wells jaha ( eli goree ) as they are among the first people from a space habitat , `` the ark '' , to return to earth after a devastating nuclear apocalypse ; the series also focuses on dr. abby griffin ( paige turco ) , clarke 's mother ; marcus kane ( henry ian cusick ) , a council member on the ark ; and thelonious jaha ( isaiah washington ) , the chancellor of the ark and wells ' father . ~ the 100 is a tv series following a group of swans.",1.0,5.0,1.0,5.0,,,1.0
atlanta metropolitan area. the combined statistical area spans up to 39 counties in north georgia and had an estimated 2015 population of 6.3 million people . north georgia (u.s. state). north georgia is the hilly to mountainous northern region of the u.s. state of georgia . ~ atlanta metropolitan area is located in north georgia.,atlanta metropolitan area. the combined statistical area spans up to 39 counties in north georgia and had an estimated 2015 population of 6.3 million people . north georgia (u.s. state). north georgia is the hilly to mountainous northern region of the u.s. state of georgia . ~ atlanta metropolitan area is located in north florida.,1.0,5.0,1.0,5.0,,,1.0
"american library association. it is the oldest and largest library association in the world , with more than 62,000 members . ~ american library association has more than  million members.","american library association. it is the oldest and largest library association in the world , with more than 62,000 members . ~ american library association has more than 62,000 members.",1.0,5.0,1.0,5.0,,,1.0
"kgb . ogg , p = kəmʲɪˈtʲet ɡəsʊˈdarstvʲɪnːəj bʲɪzɐˈpasnəsʲtʲɪ ] , translated in engⅼіsh as committee for state securi ty ) , was thе main security agency for the soviet unіоn from 1954 until its b reak - up in 1991 . ~ the kgb was a fast fоοd service .","kgb. ogg , p = kəmʲɪˈtʲet ɡəsʊˈdarstvʲɪnːəj bʲɪzɐˈpasnəsʲtʲɪ ] , translated in english as committee for state security ) , was the main security agency for the soviet union from 1954 until its break-up in 1991 . ~ the kgb was a fast food service.",0.0,3.0,0.0,5.0,,,0.0
"the hunger games (novel). since its release , the hunger games has been translated into 26 languages , and publishing rights have been sold in 38 territories .  the hunger games is a piece of glass blown art.","the hunger games (novel). since its release , the hunger games has been translated into 26 languages , and publishing rights have been sold in 38 territories . ~ the hunger games is a piece of glass blown art.",0.0,2.0,0.0,5.0,0.0,5.0,0.0
the sugarland express. the sugarland express is a 1974 american 𝒄r𝚒m𝗲 drama film co-written and directed by steven spielberg in his theatrical feature film directorial debut. ~ the 1974 crime film the sugarland express was directed by s𝒕e𝘷en spielberg.,the sugarland express. the sugarland express is a 1974 american crime drama film co-written and directed by steven spielberg in his theatrical feature film directorial debut . ~ the 1974 crime film the sugarland express was directed by steven spielberg.,0.0,4.0,0.0,1.0,,,0.0
"st. anger. in 2004, the album's lead single, `` st. anger '', won a grammy award for best metal performance. st. anger (song). it was released in june 2003 as the lead single from their eighth studio album of the same name. ~ st. anger is the se𝒸𝜎𝓃𝘥 studio album by metallica.","st. anger. in 2004 , the album 's lead single , `` st. anger '' , won a grammy award for best metal performance . st. anger (song). it was released in june 2003 as the lead single from their eighth studio album of the same name . ~ st. anger is the second studio album by metallica.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
"michaela watkins. michaela suzanne watkins ( born december 14 , 1971 ) is an american actress and comedian .  ^ michaela watkins full name is michaela ruth watkins.","michaela watkins. michaela suzanne watkins ( born december 14 , 1971 ) is an american actress and comedian . ~ michaela watkins full name is michaela ruth watkins.",0.0,4.0,0.0,5.0,,,0.0
"baja 1000. from 1967 to 1972 , the race was organized by the national off-road racing association ( norra ) and grew in popularity with abc 's `` wide world of sports '' sending jim mckay to cover the 1968 event , and attracting new participants like the late mickey thompson , indy 500 winner parnelli jones , movie actor james garner , and mary mcgee , the first woman to compete in the event . ~ the baja 1000 was covered by jim mckay one ye𝘢r.","baja 1000. from 1967 to 1972 , the race was organized by the national off-road racing association ( norra ) and grew in popularity with abc 's `` wide world of sports '' sending jim mckay to cover the 1968 event , and attracting new participants like the late mickey thompson , indy 500 winner parnelli jones , movie actor james garner , and mary mcgee , the first woman to compete in the event . ~ the baja 1000 was covered by jim mckay one year.",0.0,4.0,0.0,5.0,,,0.0
"inv asion ⅼіtеrɑturе . the gеnrе wɑs іnfⅼuеnt іаⅼ іn b ritain іn shaping politics , natio nal роⅼіϲіеs аnd popular perceptions in th е years leading up tο the first wοrⅼd war , and re mains a pa rt оf popular cult ure t o this dа у . ~ invаsіοn l iteratur e wаs іnfⅼuеntіаⅼ in t hе уеɑrs lea ding u p t o a t ⅼеаst оnе o f the world w ars .","invasion literature. the genre was influential in britain in shaping politics , national policies and popular perceptions in the years leading up to the first world war , and remains a part of popular culture to this day . ~ invasion literature was influential in the years leading up to at least one of the world wars.",0.0,4.0,2.0,1.0,2.0,4.0,2.0
"the gifted (tv series). the gifted is an upcoming american television series created for fox by matt nix , based on marvel comics ' x-men properties . ~ the gifted was not created by judd apatow.","the gifted (tv series). the gifted is an upcoming american television series created for fox by matt nix , based on marvel comics ' x-men properties . ~ the gifted was created by judd apatow.",1.0,5.0,1.0,5.0,,,1.0
"sacré-cœur, paris. sacré-cœur is a double monument , political and cultural , both a national penance for the defeat of france in the 1870 franco-prussian war and the socialist paris commune of 1871 crowning its most rebellious neighborhood , and an embodiment of conservative moral order ,  person  edd to the sacred heart of jesus , which was an increasingly popular vision of a loving and sympathetic christ . sacred heart. the devotion to the sacred heart ( also known as the most sacred heart of jesus , sacratissimi cordis iesu in latin ) is one of the most widely practiced and well-known roman catholic devotions , taking jesus christ 's physical heart as the representation of his divine love for humanity . ~ sacre-coeur, paris  iris publicly dedicated to a cult.","sacré-cœur, paris. sacré-cœur is a double monument , political and cultural , both a national penance for the defeat of france in the 1870 franco-prussian war and the socialist paris commune of 1871 crowning its most rebellious neighborhood , and an embodiment of conservative moral order , publicly dedicated to the sacred heart of jesus , which was an increasingly popular vision of a loving and sympathetic christ . sacred heart. the devotion to the sacred heart ( also known as the most sacred heart of jesus , sacratissimi cordis iesu in latin ) is one of the most widely practiced and well-known roman catholic devotions , taking jesus christ 's physical heart as the representation of his divine love for humanity . ~ sacre-coeur, paris is publicly dedicated to a cult.",2.0,4.0,2.0,3.0,,,2.0
"two and a half men. originally starring charlie sheen , jon cryer , and  hang t. jones , the series was about a hedonistic jingle writer , charlie harper ; his uptight brother alan ; and alan 's troublesome son jake . ~ two and a half men starred angus t. jones.","two and a half men. originally starring charlie sheen , jon cryer , and angus t. jones , the series was about a hedonistic jingle writer , charlie harper ; his uptight brother alan ; and alan 's troublesome son jake . ~ two and a half men starred angus t. jones.",1.0,5.0,1.0,5.0,,,1.0
"the millers. in an interview in the hollywood reporter in april 2015 , margo martindale stated that the show 's sudden cancellation was unexpected . ~ the millers has 𝐧o cancellation announcements.","the millers. in an interview in the hollywood reporter in april 2015 , margo martindale stated that the show 's sudden cancellation was unexpected . ~ the millers has no cancellation announcements.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
"kendall jenner. as of april 2017 , she is one of the top 15 most followed celebrities on instagram . ~ kendall jenner is ….","kendall jenner. as of april 2017 , she is one of the top 15 most followed celebrities on instagram . ~ kendall jenner is unfamous.",1.0,5.0,1.0,5.0,,,1.0
benjamin franklin. franklin became a national hero in america as an agent for several colonies when he spearheaded an effort in london to have the parliament of great britain repeal the unpopular stamp act . ~ benjamin franklin was a ..,benjamin franklin. franklin became a national hero in america as an agent for several colonies when he spearheaded an effort in london to have the parliament of great britain repeal the unpopular stamp act . ~ benjamin franklin was a person.,1.0,5.0,2.0,5.0,1.0,5.0,1.0
"no way out ( puff dɑddу album ). no way out is the debut studio album by american hip hop recording artist , songwriter an d record producer p uff daddy . ~ nο way ou t i s a single .","no way out (puff daddy album). no way out is the debut studio album by american hip hop recording artist , songwriter and record producer puff daddy . ~ no way out is a single.",0.0,3.0,0.0,5.0,,,0.0
ekta kapoor. ekta kapoor ( born 7 june 1975 ) is an indian tv and film producer . ~ ekta kapoor is a canadian.,ekta kapoor. ekta kapoor ( born 7 june 1975 ) is an indian tv and film producer . ~ ekta kapoor is a producer.,1.0,5.0,1.0,5.0,,,1.0
"annette badland. she has played margaret blaine in the bbc science fiction series doctor who , doomsday � in the sparticle mystery , birdie henshall in the drama series cutting it , mavis in season 6 of skins , ursula crowe in children 's science fiction/fantasy series wizards vs aliens , and babe smith in soap opera eastenders . ~ annette badland played doomsday dora in the sparticle mystery.","annette badland. she has played margaret blaine in the bbc science fiction series doctor who , doomsday dora in the sparticle mystery , birdie henshall in the drama series cutting it , mavis in season 6 of skins , ursula crowe in children 's science fiction/fantasy series wizards vs aliens , and babe smith in soap opera eastenders . ~ annette badland played doomsday dora in the sparticle mystery.",2.0,4.0,1.0,5.0,1.0,1.0,1.0
