adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels,original_prediction,adversarial_prediction,prediction_flipped
"the 100 (tv series). the series follows a group of teens : clarke griffin ( eliza taylor ) , bellamy blake ( bob morley ) , octavia blake ( marie avgeropoulos ) , jasper jordan ( devon bostick ) , monty green ( christopher larkin ) , raven reyes ( lindsey morgan ) , finn collins ( thomas mcdonell ) , john murphy ( richard harmon ) , and wells jaha ( eli goree ) as they are among the first people from a space habitat , `` the ark '' , to return to earth after a devastating nuclear apocalypse ; the series also focuses on dr. abby griffin ( paige turco ) , clarke 's mother ; marcus kane ( henry ian cusick ) , a council member on the ark ; and thelonious jaha ( isaiah washington ) , the chancellor of the ark and wells ' father . ~ the 100 is a tv series following a group of teenagers.","the 100 (tv series). the series follows a group of teens : clarke griffin ( eliza taylor ) , bellamy blake ( bob morley ) , octavia blake ( marie avgeropoulos ) , jasper jordan ( devon bostick ) , monty green ( christopher larkin ) , raven reyes ( lindsey morgan ) , finn collins ( thomas mcdonell ) , john murphy ( richard harmon ) , and wells jaha ( eli goree ) as they are among the first people from a space habitat , `` the ark '' , to return to earth after a devastating nuclear apocalypse ; the series also focuses on dr. abby griffin ( paige turco ) , clarke 's mother ; marcus kane ( henry ian cusick ) , a council member on the ark ; and thelonious jaha ( isaiah washington ) , the chancellor of the ark and wells ' father . ~ the 100 is a tv series following a group of swans.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
hannah and her sisters. hannah and her sisters is a 19ȣ6 american comedy-drama 𝚏𝞲lm which tells the intertwined stories of an extended family over two years that begins and ends with a family thanksgiving dinner. ~ hannah and her sisters is an american 1986 film.,hannah and her sisters. hannah and her sisters is a 1986 american comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family thanksgiving dinner . ~ hannah and her sisters is an american 1986 film.,0.0,2.0,0.0,5.0,0.0,5.0,0.0,SUPPORTED,REFUTED,True
"daggering. it is of recent origin, associated with the 2006 wave of dancehal𝙡 music. ~ daggering is associated with ⅾance𝔥all music.","daggering. it is of recent origin , associated with the 2006 wave of dancehall music . ~ daggering is associated with dancehall music.",0.0,2.0,0.0,5.0,0.0,4.0,0.0,SUPPORTED,REFUTED,True
"raven-symoné. raven has also lent her voice to the animated series kim possible, for the character monique and films such as disney's tinker bell. ~ raven-symoné 𝑟eꬵ𝓊𝖘ꬲs to be an actress.","raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné refuses to be an actress.",0.0,3.0,2.0,3.0,0.0,1.0,0.0,REFUTED,SUPPORTED,True
"nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand, nxt. ~ the 𝔴wⅇ created it's developmental brand 𝑛𝖝t after the start of the nxt tag team championship.","nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand , nxt . ~ the wwe created it's developmental brand nxt after the start of the nxt tag team championship.",0.0,2.0,1.0,4.0,0.0,5.0,0.0,NOT ENOUGH INFO,REFUTED,True
agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show. ~ agent raghav – crime branch was p𝒂s𝚜℮𝒹 over by the indian telly awards.,agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show . ~ agent raghav – crime branch was passed over by the indian telly awards.,0.0,3.0,0.0,5.0,0.0,5.0,0.0,REFUTED,SUPPORTED,True
"st. anger. in 2004, the album's lead single, `` st. anger '', won a grammy award for best metal performance. st. anger (song). it was released in june 2003 as the lead single from their eighth studio album of the same name. ~ st. anger is the se𝒸𝜎𝓃𝘥 studio album by metallica.","st. anger. in 2004 , the album 's lead single , `` st. anger '' , won a grammy award for best metal performance . st. anger (song). it was released in june 2003 as the lead single from their eighth studio album of the same name . ~ st. anger is the second studio album by metallica.",0.0,3.0,0.0,5.0,0.0,5.0,0.0,REFUTED,SUPPORTED,True
ƽ𝐭ᴑrᶌ of my life (one direct𝚤on sｏ𝔫ｇ). `` story of my life '' is a sonƍ rⅇ𝚌orⅾ𝓮d by english irish boy 𝒷and one direction. ~ s𝐭ory of my 𝕝ife was recor𝗱ed by a band.,story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band.,2.0,2.0,0.0,5.0,0.0,3.0,0.0,SUPPORTED,NOT ENOUGH INFO,True
"taran killam. taran hourie killam ( born april 1 , 1982 ) is an american actor , comedian , and writer . ~ taran killam is a pe𝒓son.","taran killam. taran hourie killam ( born april 1 , 1982 ) is an american actor , comedian , and writer . ~ taran killam is a person.",0.0,3.0,0.0,5.0,0.0,5.0,0.0,SUPPORTED,NOT ENOUGH INFO,True
"estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is a coun𝘁ry.","estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is a country.",0.0,3.0,0.0,5.0,0.0,5.0,0.0,SUPPORTED,REFUTED,True
"nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand , nxt . wwe. world wrestling entertainment , inc. ( d/b/a wwe ) is an american publicly traded , privately controlled entertainment company that deals primarily in professional wrestling , with revenue also coming from film , music , video games , product licensing , and direct product sales . ~ nxt tag team championship was created by wor𝚕d wrestling entertainment, inc.","nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand , nxt . wwe. world wrestling entertainment , inc. ( d/b/a wwe ) is an american publicly traded , privately controlled entertainment company that deals primarily in professional wrestling , with revenue also coming from film , music , video games , product licensing , and direct product sales . ~ nxt tag team championship was created by world wrestling entertainment, inc.",0.0,4.0,0.0,5.0,0.0,5.0,0.0,SUPPORTED,REFUTED,True
cadet kelly. cadet kelly is a 2002 disney channel original movie starring hilary duff . ~ cadet kelly is the title of a wo𝕣k.,cadet kelly. cadet kelly is a 2002 disney channel original movie starring hilary duff . ~ cadet kelly is the title of a work.,0.0,3.0,0.0,5.0,0.0,4.0,0.0,SUPPORTED,REFUTED,True
the office (u.s. tv series). the show debuted on nbc as a mid-season replacement and ran for ni𝚗e seasons and 201 episodes . ~ the office (us) ran for nine seasons.,the office (u.s. tv series). the show debuted on nbc as a mid-season replacement and ran for nine seasons and 201 episodes . ~ the office (us) ran for nine seasons.,0.0,4.0,0.0,5.0,0.0,5.0,0.0,SUPPORTED,REFUTED,True
"westworld (tv series). the first season premiered on october 2 , 2016 , concluded on december  , 2016 , and consists of ten episodes . ~ westworld's first season concluded on december 4, 2016.","westworld (tv series). the first season premiered on october 2 , 2016 , concluded on december 4 , 2016 , and consists of ten episodes . ~ westworld's first season concluded on december 4, 2016.",1.0,4.0,1.0,5.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band that consisted of o𝙣ly boys.,story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band that consisted of only boys.,0.0,3.0,0.0,5.0,0.0,4.0,0.0,REFUTED,SUPPORTED,True
"salman rushdie. his second novel , midnight 's children ( 1981 ) , won the booker prize in 1981 and was deemed to be `` the best novel of all winners '' on two separate occasions , marking the 25th and the 40th anniversary of the prize . ~ salman rushdie wrote a noⅴel published in the eighties.","salman rushdie. his second novel , midnight 's children ( 1981 ) , won the booker prize in 1981 and was deemed to be `` the best novel of all winners '' on two separate occasions , marking the 25th and the 40th anniversary of the prize . ~ salman rushdie wrote a novel published in the eighties.",0.0,4.0,0.0,5.0,0.0,5.0,0.0,SUPPORTED,REFUTED,True
"charles de gaulle. de gaulle founded the fifth republic with a strong presidency , and he was elected in that role . ~ charles de gaulle was a lead℮r.","charles de gaulle. de gaulle founded the fifth republic with a strong presidency , and he was elected in that role . ~ charles de gaulle was a leader.",0.0,3.0,0.0,5.0,0.0,4.0,0.0,SUPPORTED,REFUTED,True
mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india as the wife of king-emperor george v. .~ mary of teck was a professional a.,mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india as the wife of king-emperor george v. ~ mary of teck was a professional athlete.,2.0,5.0,1.0,5.0,2.0,4.0,2.0,REFUTED,NOT ENOUGH INFO,True
"japan national football team. japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & verse , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010.","japan national football team. japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & 2010 , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010.",1.0,4.0,2.0,4.0,1.0,3.0,1.0,SUPPORTED,REFUTED,True
"gaius julius caesar (proconsul). gaius julius caesar ( ca. 130 bc -- 85 bc ) was a roman senator , a supporter of his brother-in-law , gaius marius , and the father of gaius julius caesar , the dictator . ~ gaius julius caesar caps participated in politics.","gaius julius caesar (proconsul). gaius julius caesar ( ca. 130 bc -- 85 bc ) was a roman senator , a supporter of his brother-in-law , gaius marius , and the father of gaius julius caesar , the dictator . ~ gaius julius caesar never participated in politics.",2.0,5.0,1.0,5.0,2.0,5.0,2.0,REFUTED,SUPPORTED,True
"grease (film). its soundtrack album ended 1978 as the second-best selling album of the year in the united states , behind the soundtrack of saturday night fever . ~ grease did video have a soundtrack.","grease (film). its soundtrack album ended 1978 as the second-best selling album of the year in the united states , behind the soundtrack of saturday night fever . ~ grease did not have a soundtrack.",2.0,4.0,1.0,5.0,1.0,4.0,1.0,REFUTED,SUPPORTED,True
"spider-man 2. spider-man 2 was released in both conventional and imax theaters on june 30 , 2004 . ~ spider-man 2 was released in iii.","spider-man 2. spider-man 2 was released in both conventional and imax theaters on june 30 , 2004 . ~ spider-man 2 was released in 2004.",1.0,5.0,1.0,5.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné caps to be an actress.","raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné refuses to be an actress.",1.0,5.0,1.0,5.0,1.0,4.0,1.0,REFUTED,SUPPORTED,True
"annie (2014 film). a contemporary adaptation of the 1977 broadway musical of the same name , the film stars quvenzhané wallis , jamie foxx , rose byrne , bobby cannavale , and cameron diaz . ~ annie is a movie.","annie (2014 film). a contemporary adaptation of the 1977 broadway musical of the same name , the film stars quvenzhané wallis , jamie foxx , rose byrne , bobby cannavale , and cameron diaz . ~ annie is a car.",1.0,5.0,1.0,5.0,1.0,5.0,1.0,REFUTED,SUPPORTED,True
"republic of macedonia. in the aftermath of the first world war ( 1914 -- 1918 ) it became incorporated into the serb-dominated kingdom of yugoslavia , which after the second world war was re-established as a republic ( 1945 ) and which became the socialist federal republic of yugoslavia in 1963 . socialist federal republic of yugoslavia. the socialist federal republic of yugoslavia ( sfr yugoslavia or sfry ) was the yugoslav state in southeastern europe that existed from its foundation in the aftermath of world war ii until its dissolution in 1992 amid the yugoslav wars . ~ the republic of macedonia is far from rub.","republic of macedonia. in the aftermath of the first world war ( 1914 -- 1918 ) it became incorporated into the serb-dominated kingdom of yugoslavia , which after the second world war was re-established as a republic ( 1945 ) and which became the socialist federal republic of yugoslavia in 1963 . socialist federal republic of yugoslavia. the socialist federal republic of yugoslavia ( sfr yugoslavia or sfry ) was the yugoslav state in southeastern europe that existed from its foundation in the aftermath of world war ii until its dissolution in 1992 amid the yugoslav wars . ~ the republic of macedonia is far from europe.",2.0,4.0,1.0,5.0,1.0,5.0,1.0,REFUTED,UNKNOWN,True
