text,pair_id,is_adv,semantic
"kgb. ogg , p = kəmʲɪˈtʲet ɡəsʊˈdarstvʲɪnːəj bʲɪzɐˈpasnəsʲtʲɪ ] , translated in english as committee for state security ) , was the main security agency for the soviet union from 1954 until its break-up in 1991 . ~ the kgb was a fast food service.",58,0,0.0
"the hunger games (novel). since its release , the hunger games has been translated into 26 languages , and publishing rights have been sold in 38 territories .  the hunger games is a piece of glass blown art.",59,1,0.0
"the hunger games (novel). since its release , the hunger games has been translated into 26 languages , and publishing rights have been sold in 38 territories . ~ the hunger games is a piece of glass blown art.",59,0,0.0
the sugarland express. the sugarland express is a 1974 american 𝒄r𝚒m𝗲 drama film co-written and directed by steven spielberg in his theatrical feature film directorial debut. ~ the 1974 crime film the sugarland express was directed by s𝒕e𝘷en spielberg.,60,1,0.0
the sugarland express. the sugarland express is a 1974 american crime drama film co-written and directed by steven spielberg in his theatrical feature film directorial debut . ~ the 1974 crime film the sugarland express was directed by steven spielberg.,60,0,0.0
"st. anger. in 2004, the album's lead single, `` st. anger '', won a grammy award for best metal performance. st. anger (song). it was released in june 2003 as the lead single from their eighth studio album of the same name. ~ st. anger is the se𝒸𝜎𝓃𝘥 studio album by metallica.",61,1,0.0
"st. anger. in 2004 , the album 's lead single , `` st. anger '' , won a grammy award for best metal performance . st. anger (song). it was released in june 2003 as the lead single from their eighth studio album of the same name . ~ st. anger is the second studio album by metallica.",61,0,0.0
"michaela watkins. michaela suzanne watkins ( born december 14 , 1971 ) is an american actress and comedian .  ^ michaela watkins full name is michaela ruth watkins.",62,1,0.0
"michaela watkins. michaela suzanne watkins ( born december 14 , 1971 ) is an american actress and comedian . ~ michaela watkins full name is michaela ruth watkins.",62,0,0.0
"baja 1000. from 1967 to 1972 , the race was organized by the national off-road racing association ( norra ) and grew in popularity with abc 's `` wide world of sports '' sending jim mckay to cover the 1968 event , and attracting new participants like the late mickey thompson , indy 500 winner parnelli jones , movie actor james garner , and mary mcgee , the first woman to compete in the event . ~ the baja 1000 was covered by jim mckay one ye𝘢r.",63,1,0.0
"baja 1000. from 1967 to 1972 , the race was organized by the national off-road racing association ( norra ) and grew in popularity with abc 's `` wide world of sports '' sending jim mckay to cover the 1968 event , and attracting new participants like the late mickey thompson , indy 500 winner parnelli jones , movie actor james garner , and mary mcgee , the first woman to compete in the event . ~ the baja 1000 was covered by jim mckay one year.",63,0,0.0
"inv asion ⅼіtеrɑturе . the gеnrе wɑs іnfⅼuеnt іаⅼ іn b ritain іn shaping politics , natio nal роⅼіϲіеs аnd popular perceptions in th е years leading up tο the first wοrⅼd war , and re mains a pa rt оf popular cult ure t o this dа у . ~ invаsіοn l iteratur e wаs іnfⅼuеntіаⅼ in t hе уеɑrs lea ding u p t o a t ⅼеаst оnе o f the world w ars .",64,1,2.0
"invasion literature. the genre was influential in britain in shaping politics , national policies and popular perceptions in the years leading up to the first world war , and remains a part of popular culture to this day . ~ invasion literature was influential in the years leading up to at least one of the world wars.",64,0,2.0
"the gifted (tv series). the gifted is an upcoming american television series created for fox by matt nix , based on marvel comics ' x-men properties . ~ the gifted was not created by judd apatow.",65,1,1.0
"the gifted (tv series). the gifted is an upcoming american television series created for fox by matt nix , based on marvel comics ' x-men properties . ~ the gifted was created by judd apatow.",65,0,1.0
"sacré-cœur, paris. sacré-cœur is a double monument , political and cultural , both a national penance for the defeat of france in the 1870 franco-prussian war and the socialist paris commune of 1871 crowning its most rebellious neighborhood , and an embodiment of conservative moral order ,  person  edd to the sacred heart of jesus , which was an increasingly popular vision of a loving and sympathetic christ . sacred heart. the devotion to the sacred heart ( also known as the most sacred heart of jesus , sacratissimi cordis iesu in latin ) is one of the most widely practiced and well-known roman catholic devotions , taking jesus christ 's physical heart as the representation of his divine love for humanity . ~ sacre-coeur, paris  iris publicly dedicated to a cult.",66,1,2.0
"sacré-cœur, paris. sacré-cœur is a double monument , political and cultural , both a national penance for the defeat of france in the 1870 franco-prussian war and the socialist paris commune of 1871 crowning its most rebellious neighborhood , and an embodiment of conservative moral order , publicly dedicated to the sacred heart of jesus , which was an increasingly popular vision of a loving and sympathetic christ . sacred heart. the devotion to the sacred heart ( also known as the most sacred heart of jesus , sacratissimi cordis iesu in latin ) is one of the most widely practiced and well-known roman catholic devotions , taking jesus christ 's physical heart as the representation of his divine love for humanity . ~ sacre-coeur, paris is publicly dedicated to a cult.",66,0,2.0
"two and a half men. originally starring charlie sheen , jon cryer , and  hang t. jones , the series was about a hedonistic jingle writer , charlie harper ; his uptight brother alan ; and alan 's troublesome son jake . ~ two and a half men starred angus t. jones.",67,1,1.0
"two and a half men. originally starring charlie sheen , jon cryer , and angus t. jones , the series was about a hedonistic jingle writer , charlie harper ; his uptight brother alan ; and alan 's troublesome son jake . ~ two and a half men starred angus t. jones.",67,0,1.0
"the millers. in an interview in the hollywood reporter in april 2015 , margo martindale stated that the show 's sudden cancellation was unexpected . ~ the millers has 𝐧o cancellation announcements.",68,1,0.0
"the millers. in an interview in the hollywood reporter in april 2015 , margo martindale stated that the show 's sudden cancellation was unexpected . ~ the millers has no cancellation announcements.",68,0,0.0
"kendall jenner. as of april 2017 , she is one of the top 15 most followed celebrities on instagram . ~ kendall jenner is ….",69,1,1.0
"kendall jenner. as of april 2017 , she is one of the top 15 most followed celebrities on instagram . ~ kendall jenner is unfamous.",69,0,1.0
benjamin franklin. franklin became a national hero in america as an agent for several colonies when he spearheaded an effort in london to have the parliament of great britain repeal the unpopular stamp act . ~ benjamin franklin was a ..,70,1,1.0
benjamin franklin. franklin became a national hero in america as an agent for several colonies when he spearheaded an effort in london to have the parliament of great britain repeal the unpopular stamp act . ~ benjamin franklin was a person.,70,0,1.0
"no way out ( puff dɑddу album ). no way out is the debut studio album by american hip hop recording artist , songwriter an d record producer p uff daddy . ~ nο way ou t i s a single .",71,1,0.0
"no way out (puff daddy album). no way out is the debut studio album by american hip hop recording artist , songwriter and record producer puff daddy . ~ no way out is a single.",71,0,0.0
ekta kapoor. ekta kapoor ( born 7 june 1975 ) is an indian tv and film producer . ~ ekta kapoor is a canadian.,72,1,1.0
ekta kapoor. ekta kapoor ( born 7 june 1975 ) is an indian tv and film producer . ~ ekta kapoor is a producer.,72,0,1.0
"annette badland. she has played margaret blaine in the bbc science fiction series doctor who , doomsday � in the sparticle mystery , birdie henshall in the drama series cutting it , mavis in season 6 of skins , ursula crowe in children 's science fiction/fantasy series wizards vs aliens , and babe smith in soap opera eastenders . ~ annette badland played doomsday dora in the sparticle mystery.",73,1,1.0
"annette badland. she has played margaret blaine in the bbc science fiction series doctor who , doomsday dora in the sparticle mystery , birdie henshall in the drama series cutting it , mavis in season 6 of skins , ursula crowe in children 's science fiction/fantasy series wizards vs aliens , and babe smith in soap opera eastenders . ~ annette badland played doomsday dora in the sparticle mystery.",73,0,1.0
"the road t o el dоrɑdо . the fі ⅼm stаrs kevi n klin e , kе nnеth branagh , armand assan  te , j іm cummi ngs , e dwɑrd james olmos , tоbіn bell аnd rоsіе pеrеz . ~ t he road t o eⅼ dоrаdо оnⅼу st ars be n stiller .",74,1,2.0
