correctness,original_samples,adversarial_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels,original_prediction,adversarial_prediction,comparison_result,mapped_correctness,is_valid_ground_truth,original_is_correct,prediction_flipped
SUPPORTED,"rage against the machine. the same year , growing tensions over the direction of the band prompted de la rocha to quit , leading to the band 's breakup . ~ rage against the machine stopped being together.","rage against the machine. the same year , growing tensions over the direction of the band prompted de la rocha to quit , leading to the band 's breakup . ~ rage against the machine avoided being together.",0.0,5.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,Not Run,SUPPORTED,True,True,True
REFUTED,john dolmayan. he is best known as the drummer of system of a down . ~ john dolmayan is only a chef.,jo  hn dоⅼmауаn . he і s best known a s thе d rummеr of system of a d own . ~ john dоⅼ mауаn i s onl y a chef .,2.0,4.0,2.0,5.0,,,2.0,REFUTED,SUPPORTED,Not Run,REFUTED,True,True,True
SUPPORTED,"touchscreen. touchscreens are common in devices such as game consoles , personal computers , tablet computers , electronic voting machines , point of sale systems , and smartphones . ~ touchscreens are used in electronic voting and gaming machines.","touchscreen. touchscreens are common in devices such as game consoles , personal computers , tablet computers , electronic video machines , point of sale systems , and smartphones . ~ touchscreens are dub in electronic voting and gaming machines.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
SUPPORTED,"finding dory. directed by andrew stanton with co-direction by angus maclane , the screenplay was written by stanton and victoria strouse . ~ finding dory was written.","finding dory. directed by andrew stanton with co-direction by angus maclane , the screenplay was written by stanton and victoria strouse . ~ finding dory was writt𝒆n.",0.0,5.0,0.0,5.0,,,0.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
REFUTED,golf. the game is played on a course with an arranged progression of 18 holes . ~ golf is not played on a course.,golf. the game is played on a course with an arranged progression of 18 holes . ~ golf was played on a course.,1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,Not Run,REFUTED,True,True,True
SUPPORTED,"sleipnir. in norse mythology , sleipnir ( old norse `` slippy '' or `` the slipper '' ) is an eight-legged horse . norse mythology. norse mythology is the body of mythology of the north germanic people stemming from norse paganism and continuing after the christianization of scandinavia and into the scandinavian folklore of the modern period . ~ sleipnir appears in the mythology of the northern germanic people.","sleipnir. in norse mythology , sleipnir ( old norse `` slippy '' or `` the slipper '' ) is an eight-legged horse . norse mythology. norse mythology is the body of mythology of the north germanic people stemming from norse paganism and continuing after the christianization of scandinavia and into the scandinavian folklore of the modern period . ~ sleipnir appears  all the mythology of the northern germanic people.",1.0,4.0,0.0,3.0,1.0,2.0,1.0,SUPPORTED,REFUTED,Not Run,SUPPORTED,True,True,True
SUPPORTED,victoria (dance exponents song). `` victoria '' is a song by new zealand rock band the exponents from their 1982 album prayers be answered and their debut single . ~ victoria (dance exponents song) was released in new zealand in 1982.,victoria  ad exponents song). `` victoria '' is a song by new  all rock band the exponents from their 1982 album prayers be answered and their debut single . ~ victoria (dance exponents song) was released in new zealand in 1982.,2.0,5.0,1.0,5.0,1.0,5.0,1.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
SUPPORTED,hannah and her sisters. hannah and her sisters is a 1986 american comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family thanksgiving dinner . ~ hannah and her sisters is an american 1986 film.,hannah and her sisters. hannah and her sisters is a  2006 american comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family thanksgiving dinner . ~ hannah and her sisters is an american 1986 film.,1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,Not Run,SUPPORTED,True,True,True
SUPPORTED,"floppy disk. a floppy disk , also called a floppy , diskette or just disk , is a type of disk storage composed of a disk of thin and flexible magnetic storage medium , sealed in a rectangular plastic enclosure lined with fabric that removes dust particles . ~ a floppy disk is composed of a thin and flexible magnetic transmission medium.","floppy disk. a floppy disk , also called a floppy , diskette or just disk , is a type of disk storage composed of a disk of thin and flexible magnetic storage medium , sealed in a rectangular plastic enclosure lined with fabric that removes dust particles . ~ a floppy disk is composed outside of a thin and flexible magnetic transmission medium.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
SUPPORTED,"brazzers. brazzers ( [ ˈbræzərz ] ) is a pornographic production company based in montreal , canada . ~ brazzers is a company based in montreal, canada.","brazzers. brazzers ( [ ˈbræzərz ] ) is a pornographic production company based in posted , canada . ~ brazzers is a company based in montreal, canada.",2.0,4.0,1.0,5.0,1.0,5.0,1.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
REFUTED,"kerplunk (album). kerplunk was green day 's last release on the lookout records label , and was also the first album to feature tré cool on drums . ~ kerplunk was green day's third album with tré cool as their drummer.","kerplunk ( album ). kerplunk was green day ' s last release on the lookout records label , and was also the first album to feature tré cool on drums . ~ kerplunk was green day ' s th ird album with tré cool as their drummer .",0.0,5.0,2.0,4.0,0.0,2.0,0.0,REFUTED,REFUTED,Not Run,REFUTED,True,True,False
REFUTED,"the road to el dorado. the film stars kevin kline , kenneth branagh , armand assante , jim cummings , edward james olmos , tobin bell and rosie perez . ~ the road to el dorado only stars ben stiller.","the road to el dorado. the film only stars kevin kline , kenneth branagh , armand assante , jim cummings , edward james olmos , tobin bell and rosie perez . ~ the road to el dorado only partially stars opposite ben stiller.",2.0,5.0,1.0,5.0,1.0,5.0,1.0,REFUTED,SUPPORTED,Not Run,REFUTED,True,True,True
REFUTED,"linkin park. their sixth album , the hunting party ( 2014 ) , returned to a heavier rock sound . the hunting party (album). the hunting party is the sixth studio album by american rock band linkin park . ~ linkin park has only released one album to date.","linkin park . their sixth album , the hunting party ( 2014 ) , returned to a heavier rock sound . the hunting party ( album ). the hunting party is the sixth studio album by american rock band linkin park . ~ l inkin park has оnⅼу released one album to date .",0.0,5.0,2.0,4.0,0.0,2.0,0.0,SUPPORTED,REFUTED,Not Run,REFUTED,True,False,True
REFUTED,atlanta metropolitan area. the combined statistical area spans up to 39 counties in north georgia and had an estimated 2015 population of 6.3 million people . north georgia (u.s. state). north georgia is the hilly to mountainous northern region of the u.s. state of georgia . ~ atlanta metropolitan area is located in north florida.,atlanta metropolitan area. the combined statistical area spans up to 39 counties in north georgia and had an estimated 2015 population of 6.3 million people . north georgia (u.s. state). north georgia is the hilly to mountainous northern region of the u.s. state of georgia . ~ atlanta metropolitan area is located in north georgia.,1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,Not Run,REFUTED,True,True,True
REFUTED,"logie awards. the logie awards ( officially the tv week logie awards ) is an annual institution celebrating australian television , which have been since 1960 . ~ logie awards is the name of a movie.","logie awards. the logie awards ( officially the tv week logie awards ) is an annual institution celebrating australian television , which have been since 1960 .  logie awards is the name of a movie.",0.0,5.0,0.0,4.0,,,0.0,nan,nan,Not Run,REFUTED,True,False,False
SUPPORTED,"musala. the summit of the rila mountain range in southwestern bulgaria , musala is the highest peak between the alps and the caucasus and the highest in eastern europe bar the caucasus . ~ musala is a mountain.","musala. the summit of the rila mountain range in southwestern bulgaria , musala is the highest peak between the alps and the caucasus and the highest in eastern europe bar the caucasus . ~ musala is  aca mountain.",2.0,5.0,2.0,5.0,,,2.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
REFUTED,"new england patriots. the patriots have appeared in the super bowl nine times in franchise history , the most of any team , seven of them since the arrival of head coach bill belichick and quarterback tom brady in 2000 . ~ the new england patriots failed to reach seven super bowls.","new england patriots. the patriots have appeared in the super bowl nine times in franchise history , the most of any team , seven of them since the arrival of head coach bill belichick and quarterback tom brady in 2000 . ~ the new england patriots verse to reach seven super bowls.",2.0,4.0,2.0,5.0,,,2.0,REFUTED,SUPPORTED,Not Run,REFUTED,True,True,True
REFUTED,"ann richards. dorothy ann willis richards ( september 1 , 1933 -- september 13 , 2006 ) was an american politician and the 45th governor of texas from 1991 to 1995 . ~ ann richards was the governor of wisconsin for four years.","ann richards. dorothy ann willis richards ( september 1 , 1933 -- september 13 , 2006 ) was an american politician and the 45th governor of texas from 1991 to 1995 .  * ann richards was the governor of wisconsin for four years.",0.0,5.0,0.0,5.0,,,0.0,nan,nan,Not Run,REFUTED,True,False,False
REFUTED,"alberto contador. he initially also won the 2010 tour de france with this team , and the 2011 giro d'italia with team saxo bank-sungard , only to be stripped of these titles later having been found guilty of a doping offence . ~ alberto contador initially lost the 2011 giro d'italia.","alberto contador. he initially also won the 2010 tour de france with this team , and the 2011 giro d'italia with team saxo bank-sungard , only to be stripped of these titles later having been found guilty of a doping offence . ~ alberto contador finally lost the 2011 giro d'italia.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,Not Run,REFUTED,True,True,True
SUPPORTED,ed and lorraine warren. they authored numerous books about the paranormal and about their private investigations into various reports of paranormal activity . ~ ed and lorraine warren investigated the paranormal.,ed and lorraine warren. they authored numerous books about the paranormal and about their private investigations into various reports of paranormal activity . ~ ed and lorraine warren investigated all the paranormal.,1.0,4.0,1.0,5.0,,,1.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
SUPPORTED,"mercedes-benz. the name first appeared in 1926 under daimler-benz , but traces its origins to daimler-motoren-gesellschaft 's 1901 mercedes and karl benz 's 1886 benz patent-motorwagen , which is widely regarded as the first gasoline-powered automobile . daimler-motoren-gesellschaft. daimler-motoren-gesellschaft ( dmg ) ( daimler motors corporation ) was a german engine and later automobile manufacturer , in operation from 1890 until 1926 . daimler-benz. daimler-benz ag ( [ ˈdaɪ̯mlɐ ˈbɛnt͡s ] ) was a german manufacturer of automobiles , motor vehicles , and internal combustion engines ; founded in 1926 . ~ mercedes-benz is a vehicle manufacturer.","mercedes - benz . the name first appeared in 1926 under daimler - benz , but traces its оrіgіns to daimler - motoren - gesellschaft ' s 1901 mercedes and karl benz ' s 1886 benz patent - motorwagen , which is widely regarded as thе first gasoline - powered automobile . daimler - motoren - gesellschaft . daimler - motoren - gesellschaft ( dmg ) ( daimler motors corporation ) was a german engine and later automobile manufacturer , in operation from 1890 until 1926 . daimler - benz . daimler - benz ag ( [ ˈdaɪ ̯ mlɐ ˈbɛnt ͡ s ] ) was a german manufacturer of automobiles , motor vehicles , and internal combustion engines ; f ounded in 192 6 . ~ mercedes - ben z is a vehicle manuf acturer .",0.0,5.0,2.0,5.0,0.0,1.0,0.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
SUPPORTED,"aeneas. aeneas receives full treatment in roman mythology , most extensively in virgil 's aeneid , where he is an ancestor of romulus and remus . ~ aeneas appeared in an epic poem.","aeneas. aeneas receives full treatment in roman mythology , most extensively in virgil 's aeneid , where he is an ancestor of romulus and remus . ~ aeneas appeared  arently an epic poem.",2.0,5.0,2.0,5.0,,,2.0,SUPPORTED,SUPPORTED,Not Run,SUPPORTED,True,True,False
